DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
138 - MOUTH PROCEDURES W/O CC/MCC,VA,13,28859.92308,8113.769231,6263.307692
138 - MOUTH PROCEDURES W/O CC/MCC,MA,14,18551.28571,9369.857143,7508.642857
138 - MOUTH PROCEDURES W/O CC/MCC,PA,15,44323.93333,7767.733333,5814.6
138 - MOUTH PROCEDURES W/O CC/MCC,MI,18,27624.66667,7425.277778,5847.277778
138 - MOUTH PROCEDURES W/O CC/MCC,IL,23,45653.56522,7643.304348,5610.217391
138 - MOUTH PROCEDURES W/O CC/MCC,FL,24,48326.08333,6592.791667,5223.041667
138 - MOUTH PROCEDURES W/O CC/MCC,CA,31,70473.70968,10048.06452,7768.096774
138 - MOUTH PROCEDURES W/O CC/MCC,NY,35,33288.2,11362.77143,7962.6
138 - MOUTH PROCEDURES W/O CC/MCC,TX,40,38371.65,7565.125,5794.675
139 - SALIVARY GLAND PROCEDURES,OH,11,55757,9739.181818,5872.545455
139 - SALIVARY GLAND PROCEDURES,FL,13,52637.23077,9062.307692,6717.692308
139 - SALIVARY GLAND PROCEDURES,PA,13,67519.38462,9099.923077,6758.384615
139 - SALIVARY GLAND PROCEDURES,TX,14,51397.14286,9496.285714,7731.714286
139 - SALIVARY GLAND PROCEDURES,NY,15,33881.46667,13824,10442.93333
139 - SALIVARY GLAND PROCEDURES,CA,36,89569.36111,12926.11111,10730.88889
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",AL,11,72114.54546,13043.63636,10793.27273
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",AR,13,49474.69231,12274,10886.84615
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",SC,13,41526.61539,16208,13599.61539
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",OK,14,44470.21429,16824.07143,10248.5
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",AZ,16,87938.9375,16460.9375,13046.9375
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",KY,16,50172.6875,12925.125,11542.1875
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",IN,18,47823.55556,12809.16667,11811.38889
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",WI,18,57354.77778,14596.77778,12571
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",MD,19,62149.84211,57273.42105,56223.10526
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",MO,21,57960.04762,15294.2381,14265.61905
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",WA,22,71945.90909,19459,17613.59091
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",MA,31,32069.03226,18359.25807,16632.09677
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",VA,31,49567.32258,16355.77419,12474.35484
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",GA,35,55914.02857,15208.57143,12830.48571
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",TN,37,47624.83784,13440.35135,11094.27027
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",NC,39,47726.82051,16215.66667,13115.02564
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",NJ,40,100981.025,16435.725,14347.75
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",MI,41,50528.97561,16246.68293,14024.65854
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",IL,50,73910.12,17296.9,14918.96
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",PA,51,77634.09804,16485.78431,12437.62745
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",OH,52,51228.03846,15824.01923,13312.09615
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",TX,67,65839.67164,15083.85075,12940.52239
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",NY,82,89425.32927,21657.64634,17302.69512
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",FL,93,75945.01075,13556.01075,11966.15054
"146 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC",CA,103,110558.068,22300.20388,18688.56311
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",KY,11,35637,9375,7456.909091
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",AL,12,31419.83333,7212.083333,6409.083333
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",AZ,12,33870.83333,10013.75,8842.5
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",SC,14,34021.5,7936.071429,6586.642857
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",WA,15,32013.06667,10915.53333,9163.266667
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",IN,16,42702.4375,9168.9375,7842.875
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",NC,20,47235.45,10441.05,7986
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",OH,20,35052.4,10234.95,8044.9
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",GA,21,48409.76191,11586.2381,10027.09524
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",TN,22,30405.45455,8479.318182,7231.136364
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",MO,23,36275.69565,8456.434783,7496.304348
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",MD,33,18323.87879,16938.54546,15965.48485
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",PA,34,49543.32353,11021.91177,7456.294118
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",VA,35,33941.85714,9594.628571,7304.485714
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",MI,36,25817.75,10305.72222,8870.472222
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",NJ,36,64543.47222,11007.05556,9442.083333
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",IL,39,41353,10757.25641,8920.564103
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",MA,43,37603.81395,13671.76744,11506.27907
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",NY,45,62363.08889,15370.44444,12715.71111
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",TX,59,46286.42373,9549.711864,7648.40678
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",FL,74,55545.31081,9657.054054,7551.243243
"147 - ""EAR, NOSE, MOUTH & THROAT MALIGNANCY W CC""",CA,84,78325.66667,14000.20238,12070.71429
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",MA,11,14559.90909,8604.181818,6939.636364
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",PA,15,31819.2,8764.933333,4906.066667
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",CA,17,46684.94118,9831.058824,5476
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",NY,17,45324.94118,9526.823529,8267.588235
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",TX,25,30162.92,7709.8,5384.8
"148 - EAR, NOSE, MOUTH & THROAT MALIGNANCY W/O CC/MCC",FL,34,39559.41177,5951.294118,4854.823529
149 - DYSEQUILIBRIUM,AK,14,36189.14286,8924.285714,7760.285714
149 - DYSEQUILIBRIUM,ND,17,20460.17647,5072.529412,3610.117647
149 - DYSEQUILIBRIUM,HI,18,25023.88889,7480.333333,5879.944444
149 - DYSEQUILIBRIUM,WY,18,18394.5,6543.333333,5413.222222
149 - DYSEQUILIBRIUM,SD,23,18752.69565,5399.130435,4289.043478
149 - DYSEQUILIBRIUM,VT,24,15677.20833,5922,4585.166667
149 - DYSEQUILIBRIUM,DC,29,29756.55172,8420.689655,5547.62069
149 - DYSEQUILIBRIUM,ID,29,18938.72414,4892.896552,3811.068966
149 - DYSEQUILIBRIUM,UT,35,22899.05714,5747.4,3846.8
149 - DYSEQUILIBRIUM,MT,39,15515.94872,5165.794872,3883.333333
149 - DYSEQUILIBRIUM,NM,39,25424.51282,5907.051282,4018.102564
149 - DYSEQUILIBRIUM,ME,44,16011.13636,5304.090909,4039.5
149 - DYSEQUILIBRIUM,AR,61,18711.55738,4509.770492,3432.934426
149 - DYSEQUILIBRIUM,RI,66,20361.09091,6063.787879,4761.863636
149 - DYSEQUILIBRIUM,DE,73,16912.17808,6529.794521,4070.054795
149 - DYSEQUILIBRIUM,NH,86,25315.2093,5404.360465,3974.27907
149 - DYSEQUILIBRIUM,NE,88,22340.10227,5077.772727,3685.920455
149 - DYSEQUILIBRIUM,OR,91,22018.47253,6240.879121,4681.593407
149 - DYSEQUILIBRIUM,WV,101,18188.38614,5028.683168,3606.29703
149 - DYSEQUILIBRIUM,LA,119,24341.89076,5416.94958,3829.008403
149 - DYSEQUILIBRIUM,MS,130,25231.88462,4751.6,3370.338462
149 - DYSEQUILIBRIUM,IA,136,17494.77206,4806.080882,3345.536765
149 - DYSEQUILIBRIUM,CO,147,43981.68708,5171.44898,3707.823129
149 - DYSEQUILIBRIUM,CT,156,23358.1859,6650.307692,4954.891026
149 - DYSEQUILIBRIUM,KY,165,22170.56364,5010.436364,3400.084849
149 - DYSEQUILIBRIUM,OK,169,23521.20118,5206.230769,3763.846154
149 - DYSEQUILIBRIUM,KS,176,29847.61364,4773.272727,3243.357955
149 - DYSEQUILIBRIUM,NV,178,52031.53371,5721.758427,4408.073034
149 - DYSEQUILIBRIUM,AZ,194,34863.63918,5308.458763,3963.649485
149 - DYSEQUILIBRIUM,SC,202,26045.99505,4850.965347,3464.336634
149 - DYSEQUILIBRIUM,WA,210,25782.62381,5805.861905,4308.233333
149 - DYSEQUILIBRIUM,WI,219,21517.83105,5415.077626,3795.881279
149 - DYSEQUILIBRIUM,AL,222,25982.73423,4614.454955,3101.828829
149 - DYSEQUILIBRIUM,MN,233,18339.49785,5710.892704,4179.502146
149 - DYSEQUILIBRIUM,TN,305,27315.8,5099.577049,3424.495082
149 - DYSEQUILIBRIUM,MO,321,26708.21495,4868.180685,3495.64486
149 - DYSEQUILIBRIUM,GA,328,25975.84146,5236.640244,3763.548781
149 - DYSEQUILIBRIUM,NC,328,22015.16463,5449.503049,3840.969512
149 - DYSEQUILIBRIUM,IN,344,21275.51744,5064.273256,3790.494186
149 - DYSEQUILIBRIUM,MD,422,8423.350711,7808.563981,6473.353081
149 - DYSEQUILIBRIUM,VA,469,24875.62687,5021.71855,3375.82516
149 - DYSEQUILIBRIUM,MA,595,15116.76303,6127.472269,4795.243698
149 - DYSEQUILIBRIUM,OH,608,21555.94572,5223.108553,3657.34704
149 - DYSEQUILIBRIUM,NJ,619,47244.49758,6227.266559,4690.754443
149 - DYSEQUILIBRIUM,MI,709,17698.55148,5384.706629,3879.942172
149 - DYSEQUILIBRIUM,IL,758,27713.06728,6080.358839,3984.662269
149 - DYSEQUILIBRIUM,PA,1006,30950.97416,5579.836978,3809.986084
149 - DYSEQUILIBRIUM,TX,1068,36619.81648,5431.281835,3872.916667
149 - DYSEQUILIBRIUM,CA,1248,46940.44712,6902.045673,5497.415064
149 - DYSEQUILIBRIUM,NY,1512,31687.72751,7871.828042,6086.643519
149 - DYSEQUILIBRIUM,FL,1610,39639.33665,4967.582609,3550.081988
150 - EPISTAXIS W MCC,MD,11,10189.63636,9398.727273,8794
150 - EPISTAXIS W MCC,SC,12,42705,9973.666667,8152.5
150 - EPISTAXIS W MCC,WA,12,27731.08333,9875.666667,9019.25
150 - EPISTAXIS W MCC,WI,12,45870.25,13524.08333,12286.91667
150 - EPISTAXIS W MCC,CT,14,50068.21429,13079.07143,11162.78571
150 - EPISTAXIS W MCC,KS,14,59005.21429,10453.64286,9401.285714
150 - EPISTAXIS W MCC,KY,16,32332.1875,8708.875,7734.9375
150 - EPISTAXIS W MCC,MN,17,33452.94118,11457.52941,10560.70588
150 - EPISTAXIS W MCC,LA,18,30078.88889,9784.055556,8568.055556
150 - EPISTAXIS W MCC,NV,18,51609.27778,10525.27778,8465.333333
150 - EPISTAXIS W MCC,AZ,19,46364.10526,10991.42105,9626.421053
150 - EPISTAXIS W MCC,CO,20,37520.1,10225.9,8711.9
150 - EPISTAXIS W MCC,IN,20,54981.3,10667.05,9571.5
150 - EPISTAXIS W MCC,NC,21,25079.09524,10314.52381,8673.190476
150 - EPISTAXIS W MCC,AL,23,42307.69565,8382.869565,6584
150 - EPISTAXIS W MCC,MO,24,25912.875,8783.875,8115.5
150 - EPISTAXIS W MCC,GA,26,34308.46154,9153.5,8027.615385
150 - EPISTAXIS W MCC,TN,26,33807.57692,8772.076923,7077.615385
150 - EPISTAXIS W MCC,MA,29,25527.89655,11578.37931,10657.89655
150 - EPISTAXIS W MCC,VA,30,30689.76667,9452.133333,8175.7
150 - EPISTAXIS W MCC,IL,34,36851.14706,14955.05882,9223.705882
150 - EPISTAXIS W MCC,MI,34,21430.08824,10206.29412,8800.441177
150 - EPISTAXIS W MCC,NJ,36,60832.83333,11068.97222,10035.66667
150 - EPISTAXIS W MCC,OH,39,37224.41026,9959.512821,7926.512821
150 - EPISTAXIS W MCC,PA,44,59500.84091,12306.13636,8707.227273
150 - EPISTAXIS W MCC,TX,57,47443.45614,9867.912281,8242.561404
150 - EPISTAXIS W MCC,CA,60,70177.68333,12038.81667,11245.43333
150 - EPISTAXIS W MCC,NY,60,40028.48333,13783.8,11218.93333
150 - EPISTAXIS W MCC,FL,63,48364.66667,8826.666667,7908.68254
151 - EPISTAXIS W/O MCC,RI,11,16331.36364,6992.272727,5908.909091
151 - EPISTAXIS W/O MCC,AR,12,10701.25,4482.25,3342.416667
151 - EPISTAXIS W/O MCC,ME,12,10890.58333,5579.166667,4369.416667
151 - EPISTAXIS W/O MCC,OR,12,18845.83333,6388.083333,4869.75
151 - EPISTAXIS W/O MCC,IA,17,11122.35294,5392.294118,4353.411765
151 - EPISTAXIS W/O MCC,WV,17,15515.17647,5521,4281.823529
151 - EPISTAXIS W/O MCC,NE,18,18245.72222,5700.388889,4169.833333
151 - EPISTAXIS W/O MCC,MS,19,35778.26316,5025.157895,4083.684211
151 - EPISTAXIS W/O MCC,KS,21,24596,5252.428571,3633.857143
151 - EPISTAXIS W/O MCC,NV,21,31526.85714,6082.714286,5020.428571
151 - EPISTAXIS W/O MCC,DE,22,14857.77273,7093.090909,4534.818182
151 - EPISTAXIS W/O MCC,LA,24,21842.70833,6168.041667,4964
151 - EPISTAXIS W/O MCC,CO,32,29839.40625,5458.9375,4320.375
151 - EPISTAXIS W/O MCC,CT,32,24340.84375,7265.875,5693.5
151 - EPISTAXIS W/O MCC,AL,33,18899.39394,5774.727273,3787.666667
151 - EPISTAXIS W/O MCC,WA,33,24789.93939,5949.424242,5094.636364
151 - EPISTAXIS W/O MCC,WI,34,15466.85294,5373.117647,4343.941177
151 - EPISTAXIS W/O MCC,AZ,37,20497.54054,6322.108108,5172.054054
151 - EPISTAXIS W/O MCC,KY,38,17717.36842,5537.078947,3543.263158
151 - EPISTAXIS W/O MCC,SC,38,24260.31579,5523.052632,3995.421053
151 - EPISTAXIS W/O MCC,OK,39,18319.71795,5717.25641,4265.410256
151 - EPISTAXIS W/O MCC,IN,42,22793.07143,5434.380952,4326.571429
151 - EPISTAXIS W/O MCC,MO,47,17842.55319,4944.787234,3932.319149
151 - EPISTAXIS W/O MCC,NC,52,19981.44231,6354.134615,4606.596154
151 - EPISTAXIS W/O MCC,GA,54,21958.77778,5472.351852,3744.907407
151 - EPISTAXIS W/O MCC,MD,56,9275.446429,8599.517857,7385.303571
151 - EPISTAXIS W/O MCC,MN,56,15407.42857,5770.053571,4689.857143
151 - EPISTAXIS W/O MCC,VA,64,19499.07813,5399.03125,3921.59375
151 - EPISTAXIS W/O MCC,TN,65,15460.49231,4883.553846,3429.723077
151 - EPISTAXIS W/O MCC,MA,84,11396.26191,6507.321429,5187.547619
151 - EPISTAXIS W/O MCC,MI,94,13366.89362,5736.861702,4302.755319
151 - EPISTAXIS W/O MCC,NJ,96,39508.3125,6330.875,4978.010417
151 - EPISTAXIS W/O MCC,OH,112,20691.3125,5748.6875,4326.928571
151 - EPISTAXIS W/O MCC,IL,117,20628.46154,6262.974359,4590.222222
151 - EPISTAXIS W/O MCC,TX,117,23171.58974,5796.726496,4593.888889
151 - EPISTAXIS W/O MCC,CA,145,38553.76552,7548.02069,6178.6
151 - EPISTAXIS W/O MCC,PA,145,23243.66897,5865.193103,4036.855172
151 - EPISTAXIS W/O MCC,NY,167,25254.52096,7585.646707,6142.431138
151 - EPISTAXIS W/O MCC,FL,179,29309.27933,5221.290503,3999.106145
152 - OTITIS MEDIA & URI W MCC,MT,11,21998.54546,7458.909091,6254.727273
152 - OTITIS MEDIA & URI W MCC,SD,12,24681,7579.166667,6623.5
152 - OTITIS MEDIA & URI W MCC,UT,12,22303.33333,7987.666667,6582.583333
152 - OTITIS MEDIA & URI W MCC,DC,13,30221.69231,11104.76923,7280.923077
152 - OTITIS MEDIA & URI W MCC,HI,14,29643.57143,11269.5,8954.714286
152 - OTITIS MEDIA & URI W MCC,ME,15,20820.73333,7868.066667,6383.2
152 - OTITIS MEDIA & URI W MCC,DE,16,19272.9375,8116.0625,6623.5
152 - OTITIS MEDIA & URI W MCC,ID,19,24192.26316,7053.263158,6161.684211
152 - OTITIS MEDIA & URI W MCC,WV,19,18525.42105,7554.263158,6066.789474
152 - OTITIS MEDIA & URI W MCC,NH,20,19531.2,7906.8,6449.6
152 - OTITIS MEDIA & URI W MCC,RI,25,25836.96,9093.12,7787.08
152 - OTITIS MEDIA & URI W MCC,NE,26,41032.92308,9091.423077,8021.884615
152 - OTITIS MEDIA & URI W MCC,NV,31,45501.77419,8221.645161,6792.580645
152 - OTITIS MEDIA & URI W MCC,NM,36,27376.58333,8768.222222,7213.694444
152 - OTITIS MEDIA & URI W MCC,KS,37,28931.18919,7937,5755.162162
152 - OTITIS MEDIA & URI W MCC,OR,37,23372.16216,8905.216216,7582.702703
152 - OTITIS MEDIA & URI W MCC,IA,42,28085.09524,7335.333333,5483.166667
152 - OTITIS MEDIA & URI W MCC,AR,45,26173.77778,6753.777778,5439.777778
152 - OTITIS MEDIA & URI W MCC,CT,52,27434.40385,9795.076923,7578.269231
152 - OTITIS MEDIA & URI W MCC,SC,54,31401.05556,7598.111111,5901.240741
152 - OTITIS MEDIA & URI W MCC,OK,55,33144.25455,7378.727273,5900.854546
152 - OTITIS MEDIA & URI W MCC,KY,57,20685.12281,6949.54386,5049.087719
152 - OTITIS MEDIA & URI W MCC,AZ,64,32259.04688,9123.375,6374.1875
152 - OTITIS MEDIA & URI W MCC,MS,67,29416.58209,6915.402985,5579.761194
152 - OTITIS MEDIA & URI W MCC,WA,68,34083.91177,8141.397059,6566.926471
152 - OTITIS MEDIA & URI W MCC,CO,69,46742.27536,8144.985507,6369.188406
152 - OTITIS MEDIA & URI W MCC,IN,83,25711.42169,7410.614458,6190.542169
152 - OTITIS MEDIA & URI W MCC,LA,88,30124.42046,7587.534091,5774.954546
152 - OTITIS MEDIA & URI W MCC,WI,89,28449.16854,8324.101124,6653.719101
152 - OTITIS MEDIA & URI W MCC,MO,92,25646.11957,7462.521739,5945.98913
152 - OTITIS MEDIA & URI W MCC,VA,92,30834.46739,8031.75,6050.978261
152 - OTITIS MEDIA & URI W MCC,MN,100,22899.45,8622.24,6839.8
152 - OTITIS MEDIA & URI W MCC,MD,104,12367.81731,11484.47115,9785.788462
152 - OTITIS MEDIA & URI W MCC,AL,112,25117.61607,6699.696429,5018.348214
152 - OTITIS MEDIA & URI W MCC,GA,115,29220.03478,7757.686957,6297.286957
152 - OTITIS MEDIA & URI W MCC,TN,115,28024.91304,6908.947826,5538.617391
152 - OTITIS MEDIA & URI W MCC,OH,118,25808.41525,7769.855932,6079.389831
152 - OTITIS MEDIA & URI W MCC,MI,131,25341.40458,8878.267176,7291.328244
152 - OTITIS MEDIA & URI W MCC,NJ,136,68380.88235,9369.352941,7582.485294
152 - OTITIS MEDIA & URI W MCC,NC,142,20579.57747,8053.901409,6491.492958
152 - OTITIS MEDIA & URI W MCC,MA,165,20159.12121,9617.933333,8089.10303
152 - OTITIS MEDIA & URI W MCC,PA,218,44014.59633,8921.266055,6736.513762
152 - OTITIS MEDIA & URI W MCC,IL,224,34429.04018,8690.629464,6766.495536
152 - OTITIS MEDIA & URI W MCC,FL,271,44464.99631,7609.911439,6182.99631
152 - OTITIS MEDIA & URI W MCC,NY,319,39465.46709,11180.2069,9108.08464
152 - OTITIS MEDIA & URI W MCC,TX,325,41571.64923,8236.544615,6400.907692
152 - OTITIS MEDIA & URI W MCC,CA,380,62158.54474,10710.45789,8788.136842
153 - OTITIS MEDIA & URI W/O MCC,HI,15,26103.93333,7208,5102.2
153 - OTITIS MEDIA & URI W/O MCC,VT,21,11223.57143,6644.476191,4834.857143
153 - OTITIS MEDIA & URI W/O MCC,ND,22,12305.31818,5902.272727,3131.318182
153 - OTITIS MEDIA & URI W/O MCC,MT,23,15492.56522,5214.695652,3420.478261
153 - OTITIS MEDIA & URI W/O MCC,SD,28,20454.53571,5508.464286,4231.857143
153 - OTITIS MEDIA & URI W/O MCC,ID,29,17441.89655,5432.413793,3543
153 - OTITIS MEDIA & URI W/O MCC,UT,31,23039.64516,6546.064516,3943.064516
153 - OTITIS MEDIA & URI W/O MCC,ME,38,15947.31579,5375,3770.157895
153 - OTITIS MEDIA & URI W/O MCC,NM,42,16212.35714,6690.714286,5250.047619
153 - OTITIS MEDIA & URI W/O MCC,OR,42,22078.64286,6221.166667,4487.666667
153 - OTITIS MEDIA & URI W/O MCC,DC,43,23986.02326,7141.186047,5016
153 - OTITIS MEDIA & URI W/O MCC,DE,44,15537.95455,6489.636364,4228.590909
153 - OTITIS MEDIA & URI W/O MCC,RI,45,19098.02222,6606.711111,5108.911111
153 - OTITIS MEDIA & URI W/O MCC,IA,50,17334.46,4965.84,3699.34
153 - OTITIS MEDIA & URI W/O MCC,NH,57,19821.42105,5500.964912,4072.877193
153 - OTITIS MEDIA & URI W/O MCC,NV,71,41761.78873,6314.253521,4604.521127
153 - OTITIS MEDIA & URI W/O MCC,NE,76,20158.89474,5299.868421,3834.31579
153 - OTITIS MEDIA & URI W/O MCC,WV,88,15360.48864,5226.659091,3380.147727
153 - OTITIS MEDIA & URI W/O MCC,CO,94,33192.1383,5912.234043,4094.691489
153 - OTITIS MEDIA & URI W/O MCC,KS,102,20009.95098,4861.196078,3622.568628
153 - OTITIS MEDIA & URI W/O MCC,WA,122,25229.55738,6168.852459,4555.590164
153 - OTITIS MEDIA & URI W/O MCC,CT,125,23551.368,7299.896,5347.784
153 - OTITIS MEDIA & URI W/O MCC,KY,137,17990.82482,5252.20438,3384.788321
153 - OTITIS MEDIA & URI W/O MCC,OK,139,20725.39568,5290.129496,3840.618705
153 - OTITIS MEDIA & URI W/O MCC,SC,144,21498.25694,5216.208333,3779.354167
153 - OTITIS MEDIA & URI W/O MCC,AR,152,17419.67105,4787.019737,3362.381579
153 - OTITIS MEDIA & URI W/O MCC,WI,160,18789.625,6054.58125,3673.1125
153 - OTITIS MEDIA & URI W/O MCC,AZ,162,22681.29012,5914.746914,4510.808642
153 - OTITIS MEDIA & URI W/O MCC,IN,196,18761.0102,5218.846939,3869.903061
153 - OTITIS MEDIA & URI W/O MCC,MS,197,19589.86294,4816.928934,3567.532995
153 - OTITIS MEDIA & URI W/O MCC,LA,207,20580.96135,5590.874396,3843.405797
153 - OTITIS MEDIA & URI W/O MCC,MN,210,16169.66667,5968.804762,4364.880952
153 - OTITIS MEDIA & URI W/O MCC,VA,213,19989.21127,5394.450704,3838.112676
153 - OTITIS MEDIA & URI W/O MCC,MO,222,21732.88288,5093.346847,3749.824324
153 - OTITIS MEDIA & URI W/O MCC,TN,227,18522.89868,4792.290749,3373.207049
153 - OTITIS MEDIA & URI W/O MCC,GA,259,20021.72201,5569.054054,4023.196911
153 - OTITIS MEDIA & URI W/O MCC,NC,264,16647.26136,5746.060606,3937.30303
153 - OTITIS MEDIA & URI W/O MCC,AL,284,20813.1831,4602.788732,3270.996479
153 - OTITIS MEDIA & URI W/O MCC,MD,284,8204.676056,7628.105634,6275.257042
153 - OTITIS MEDIA & URI W/O MCC,MI,339,16070.31858,5692.545723,4115
153 - OTITIS MEDIA & URI W/O MCC,OH,348,18848.74713,5817.560345,3657.847701
153 - OTITIS MEDIA & URI W/O MCC,NJ,387,46604.10853,6310.671835,4535.51938
153 - OTITIS MEDIA & URI W/O MCC,MA,458,13808.93887,6537.923581,5052.576419
153 - OTITIS MEDIA & URI W/O MCC,PA,526,27842.45247,5986.068441,4100.235741
153 - OTITIS MEDIA & URI W/O MCC,IL,556,22831.81835,5919.43705,4120.46223
153 - OTITIS MEDIA & URI W/O MCC,TX,724,29608.06906,5664.040055,4122.756906
153 - OTITIS MEDIA & URI W/O MCC,CA,764,43333.38744,7418.659686,5607.450262
153 - OTITIS MEDIA & URI W/O MCC,NY,812,29066.7032,8066.289409,6216.995074
153 - OTITIS MEDIA & URI W/O MCC,FL,813,31586.14637,5249.431734,3811.296433
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",NH,12,23938.91667,10789.41667,10051.25
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",AR,15,24202.73333,9542.266667,7878.4
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",SC,16,33692.5,10805.375,8897.5
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",WV,18,50488.16667,13516.83333,9320.444444
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",CO,19,57584.21053,12458.10526,9852.263158
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",NV,19,39751.42105,12747.52632,11556.10526
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",KY,20,41000.35,8887.35,7875.65
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",MS,20,27580.05,8850.15,8016.95
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",IA,21,35749.71429,11062.95238,9940.666667
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",WI,25,36815.36,11352.52,9011.16
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",CT,27,56991.74074,14919.14815,12639.37037
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",OK,27,38290.07407,9737.814815,8724.851852
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",KS,31,49484,9170.193548,8132.258065
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",LA,32,44860.25,11116.15625,7982.09375
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",TN,33,32438.54546,10031.81818,7759.909091
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",AZ,36,50177.22222,11484.05556,8905.944444
"154 - OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W MCC",AL,40,44459.7,8730.075,7019.3
